slug,provider,offer,actionButtons,kycLevel,paymentMethods,bannedCountries,aggregator,auditsPerformed,deliveryType,tag
guardarian,,!offer:guardarian,"[""[Buy](https://guardarian.com/buy-chz)""]",,,,,,,
moonpay,,!offer:moonpay,"[""[Buy](https://www.moonpay.com/buy/chz)""]",,,,,,,
onramper,,!offer:onramper,"[""[Buy](https://www.onramper.com/how-to-buy/chz)""]",,,,,,,
paybis,,!offer:paybis,"[""[Buy](https://paybis.com/buy-chiliz/)""]",,,,,,,
transak,,!offer:transak,"[""[Buy](https://transak.com/buy/chz/united-states-of-america)"",""[Chiliz source](https://www.chiliz.com/transak-now-supports-chiliz-simplifying-chz-acquisition/)""]",,,,,,,
