slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
ankr-mainnet-free-recent-state,,!offer:ankr-free-recent-state,"[""[Website](https://rpc.ankr.com/chiliz)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
ankr-testnet-free-recent-state,,!offer:ankr-free-recent-state,"[""[Website](https://spicy-rpc.chiliz.com/)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
publicnode-mainnet-public-recent-state,,!offer:publicnode-public-recent-state,"[""[Website](https://chiliz-rpc.publicnode.com)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
publicnode-testnet-public-recent-state,,!offer:publicnode-public-recent-state,"[""[Website](https://chiliz-spicy.publicnode.com/)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://chiliz-mainnet.gateway.tatum.io)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://chiliz-testnet.gateway.tatum.io)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
