slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
fantokens-mainnet,,!offer:fantokens,,mainnet,,,,,,,,,
livelike-mainnet,,!offer:livelike,,mainnet,,,,,,,,,
nansen-mainnet,,!offer:nansen,,mainnet,,,,,,,,,
rocketfan-mainnet,,!offer:rocketfan,,mainnet,,,,,,,,,
