slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
bitget-wallet,,!offer:bitget-wallet,"[""[Docs](https://docs.chiliz.com/community/chiliz-chain-ecosystem)""]",,,,,,,,,,,,,,,,,,
metamask,,!offer:metamask,"[""[Docs](https://docs.chiliz.com/community/chiliz-chain-ecosystem)""]",,,,,,,,,,,,,,,,,,
okxwallet,,!offer:okxwallet,"[""[Docs](https://docs.chiliz.com/community/chiliz-chain-ecosystem)""]",,,,,,,,,,,,,,,,,,
onto-wallet,,!offer:onto-wallet,"[""[Docs](https://docs.chiliz.com/community/chiliz-chain-ecosystem)""]",,,,,,,,,,,,,,,,,,
rabby,,!offer:rabby,"[""[Docs](https://docs.chiliz.com/community/chiliz-chain-ecosystem)""]",,,,,,,,,,,,,,,,,,
