slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
blockscout-mainnet,,!offer:blockscout,"[""[Explore](https://scan.chiliz.com/)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",mainnet,,,,,,,,,,,
blockscout-testnet,,!offer:blockscout,"[""[Explore](https://spicy-explorer.chiliz.com/)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",testnet,,,,,,,,,,,
routescan-mainnet,,!offer:routescan,"[""[Explore](https://chiliscan.com/)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",mainnet,,,,,,,,,,,
routescan-testnet,,!offer:routescan,"[""[Explore](https://testnet.chiliscan.com/)"",""[Docs](https://docs.chiliz.com/develop/basics/connect-to-chiliz-chain/connect-using-rpc)""]",testnet,,,,,,,,,,,
