slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
secret-ai-sdk,,!offer:secret-ai-sdk,,,,,,,,,,,,,,,
secret-js,,!offer:secret-js,,,,,,,,,,,,,,,
secret-toolkit,,!offer:secret-toolkit,,,,,,,,,,,,,,,
secretcli,,!offer:secretcli,,,,,,,,,,,,,,,
secretpath,,!offer:secretpath,,,,,,,,,,,,,,,
