slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
secret-vrf-mainnet,,!offer:secret-vrf,"[""[Docs](https://docs.scrt.network/secret-network-documentation/development/development-concepts/secret-contract-fundamentals/secret-vrf-on-chain-randomness)""]",mainnet,,,,,,,,,,,,
