slug,provider,offer,actionButtons,toolType,tag,price,planName,planType,description,starred
secret-ai,,!offer:secret-ai,,,,,,,,
secretpath,,!offer:secretpath,,,,,,,,
secretvm,,!offer:secretvm,,,,,,,,
