slug,provider,offer,actionButtons,kycLevel,paymentMethods,bannedCountries,aggregator,auditsPerformed,deliveryType,tag
brale-xion-ach-ramp,,!offer:brale-xion-ach-ramp,"[""[Docs](https://docs.verona.dev/en/build-on-verona/payments/ach-and-bank-transfers/build-a-brale-ach-on-off-ramp-app)""]",,,,,,,
crossmint-xion-ramp,,!offer:crossmint-xion-ramp,"[""[Docs](https://docs.verona.dev/en/build-on-verona/payments/credit-debit-cards)""]",,,,,,,
