slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
xion-mainnet-public-rpc,,!offer:xion-public-rpc,"[""[RPC](https://rpc.xion-mainnet-1.burnt.com/status)"",""[REST](https://api.xion-mainnet-1.burnt.com/cosmos/base/tendermint/v1beta1/node_info)"",""[Docs](https://docs.verona.dev/verona/build-on-verona/references/public-endpoints-and-resources)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
xion-testnet-public-rpc,,!offer:xion-public-rpc,"[""[RPC](https://rpc.xion-testnet-2.burnt.com/status)"",""[REST](https://api.xion-testnet-2.burnt.com/cosmos/base/tendermint/v1beta1/node_info)"",""[Docs](https://docs.verona.dev/verona/build-on-verona/references/public-endpoints-and-resources)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
