slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag,claimRequirements,networkSupportBasis
ronin-faucet-testnet,,!offer:ronin-faucet,,testnet,,,,,,,,,,,
