slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
skale-credits,,!offer:skale-credits,,,,,,,,
skale-gasless-transactions,,!offer:skale-gasless-transactions,,,,,,,,
skale-multisig-wallet-cli,,!offer:skale-multisig-wallet-cli,,,,,,,,
skale-native-rng,,!offer:skale-native-rng,,,,,,,,
skale-watchdog,,!offer:skale-watchdog,,,,,,,,
