slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
skale-base-mainnet-public-rpc,,!offer:skale-base-public-rpc,"[""[Send requests](https://skale-base.skalenodes.com/v1/base)"",""[Docs](https://docs.skale.space/developers/integrate-skale/connect-to-skale)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
skale-base-testnet-public-rpc,,!offer:skale-base-public-rpc,"[""[Send requests](https://base-sepolia-testnet.skalenodes.com/v1/jubilant-horrible-ancha)"",""[Docs](https://docs.skale.space/developers/integrate-skale/connect-to-skale)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
