slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
blockscout-katana-mainnet,,!offer:blockscout,"[""[Explore](https://explorer.katanarpc.com/)"",""[Docs](https://explorer.katanarpc.com/api-docs)""]",mainnet,,,,,,,,,,,
etherscan-katana-mainnet,,!offer:etherscan,"[""[Explore](https://katanascan.com/)"",""[Docs](https://docs.etherscan.io/supported-chains)""]",mainnet,,,,,,,,,,,
tenderly-explorer-katana-mainnet,,!offer:tenderly-explorer,"[""[Explore](https://dashboard.tenderly.co/explorer/katana)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",mainnet,,,,,,,,,,,
