slug,provider,actionButtons,tag,description,planType,planName,price,trial,starred,toolType,deliveryType,executionEnvironment,coverage,compliance
zk-snarks,Zcash,"[""[Website](https://z.cash/learn/what-are-zk-snarks/)""]","[""Proof construction"",""Zero-knowledge cryptography"",""Shielded transactions""]",The core privacy technology powering Zcash's shielded transactions,Free,,$0,FALSE,FALSE,Tool,Zero-knowledge cryptography,,"[""transactions""]",
