slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag,claimRequirements,networkSupportBasis
quicknode-testnet-faucet,,!offer:quicknode-faucet,"[""[Faucet](https://faucet.quicknode.com/mantle/testnet)""]",testnet,,,,,,,,,,,
