slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
betterdev-mainnet,,!offer:betterdev-tezos,"[""[Explore](https://mainnet.better-call.dev/)""]",mainnet,,,,,,,,,,,
tzkt-mainnet,,!offer:tzkt,"[""[Explore](https://tzkt.io/)""]",mainnet,,,,,,,,,,,
