slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
nodes-guru-mainnet-public-pruned-rpc,,!offer:nodes-guru-public-pruned-rpc,"[""[RPC](https://babylon.nodes.guru/rpc)"",""[Docs](https://github.com/babylonlabs-io/networks/tree/main/bbn-1#endpoints)""]",,,,,,mainnet,,,,,,,,,,,https://babylon.nodes.guru/rpc,,,NULL,NULL,NULL,NULL,NULL,
polkachu-mainnet-public-archive-rpc,,!offer:polkachu-public-archive-rpc,"[""[RPC](https://babylon-archive-rpc.polkachu.com)"",""[Docs](https://github.com/babylonlabs-io/networks/tree/main/bbn-1#endpoints)""]",,,,,,mainnet,,,,,,,,,,,https://babylon-archive-rpc.polkachu.com,,,NULL,NULL,NULL,NULL,NULL,
polkachu-mainnet-public-pruned-rpc,,!offer:polkachu-public-pruned-rpc,"[""[RPC](https://babylon-rpc.polkachu.com)"",""[Docs](https://github.com/babylonlabs-io/networks/tree/main/bbn-1#endpoints)""]",,,,,,mainnet,,,,,,,,,,,https://babylon-rpc.polkachu.com,,,NULL,NULL,NULL,NULL,NULL,
polkachu-testnet-public-pruned-rpc,,!offer:polkachu-public-pruned-rpc,"[""[RPC](https://babylon-testnet-rpc.polkachu.com)"",""[Docs](https://docs.babylonlabs.io/developers/babylon_genesis_chain/node_information/)""]",,,,,,testnet,,,,,,,,,,,https://babylon-testnet-rpc.polkachu.com,,,NULL,NULL,NULL,NULL,NULL,
