slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
alchemy-mainnet-free-recent-state,,!offer:alchemy-free-recent-state,"[""[Website](https://www.alchemy.com/rpc/xlayer)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
ankr-mainnet-free-recent-state,,!offer:ankr-free-recent-state,"[""[Website](https://www.ankr.com/rpc/xlayer/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
blockdaemon-mainnet-free-recent-state,,!offer:blockdaemon-free-recent-state,"[""[Website](https://web3.okx.com/xlayer/ecosystem)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
blockpi-mainnet-free-recent-state,,!offer:blockpi-free-recent-state,"[""[Website](https://web3.okx.com/xlayer/ecosystem)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
okx-mainnet-public-rpc-1,OKX,,"[""[Docs](https://web3.okx.com/xlayer/docs/developer/build-on-xlayer/network-information)""]",Public,Free,Pruned,RPC,EVM JSON-RPC,mainnet,,,FALSE,FALSE,,,,,,,"https://rpc.xlayer.tech",,,,,,,,
okx-mainnet-public-rpc-2,OKX,,"[""[Docs](https://web3.okx.com/xlayer/docs/developer/build-on-xlayer/network-information)""]",Public,Free,Pruned,RPC,EVM JSON-RPC,mainnet,,,FALSE,FALSE,,,,,,,"https://xlayerrpc.okx.com",,,,,,,,
okx-testnet-public-rpc-1,OKX,,"[""[Docs](https://web3.okx.com/xlayer/docs/developer/build-on-xlayer/network-information)""]",Public,Free,Pruned,RPC,EVM JSON-RPC,testnet,,,FALSE,FALSE,,,,,,,"https://testrpc.xlayer.tech/terigon",,,,,,,,
okx-testnet-public-rpc-2,OKX,,"[""[Docs](https://web3.okx.com/xlayer/docs/developer/build-on-xlayer/network-information)""]",Public,Free,Pruned,RPC,EVM JSON-RPC,testnet,,,FALSE,FALSE,,,,,,,"https://xlayertestrpc.okx.com/terigon",,,,,,,,
