slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
chainstack-hyperevm-testnet-faucet,,!offer:chainstack-faucet,"[""[Faucet](https://faucet.chainstack.com/hyperliquid-testnet-faucet)""]",testnet,,,,,,,,,
quicknode-hyperevm-testnet-faucet,,!offer:quicknode-faucet,"[""[Faucet](https://faucet.quicknode.com/hyperliquid)""]",testnet,,,,,,,,,
