slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag,deprecationStatus
etherscan-mainnet,,!offer:etherscan,"[""[Explore](https://hyperevmscan.io/)""]",mainnet,,,,,,,,,,,,
