slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdkLanguages,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
xdcscan-mainnet,,!offer:xdcscan,"[""[Explore](https://xdcscan.io/)""]",mainnet,,,,,,,,,,,
