slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
blockscout-mainnet,,!offer:blockscout,"[""[Explore](https://explorer.hemi.xyz/)"",""[Docs](https://docs.blockscout.com/)""]",mainnet,,,,,,,,,,,
blockscout-testnet,,!offer:blockscout,"[""[Explore](https://testnet.explorer.hemi.xyz/)"",""[Docs](https://docs.blockscout.com/)""]",testnet,,,,,,,,,,,
