slug,provider,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,actionButtons
lens-explorer-mainnet,Lens Network,mainnet,Custom,"[""Accounts"",""Transactions"",""Blocks"",""Tokens"",""Gas"",""Contracts""]","[""Token Tracker"",""NFT Tracking"",""Network Metrics""]",TRUE,"[""REST""]","[""TypeScript""]","[""Address"",""Transaction Hash"",""Block"",""Token""]",TRUE,TRUE,Free,"[""[Explore](https://explorer.lens.xyz/)"", ""[Docs](https://lens.xyz/docs/chain/overview)""]"
lens-explorer-testnet,Lens Network,testnet,Custom,"[""Accounts"",""Transactions"",""Blocks"",""Tokens"",""Gas"",""Contracts""]","[""Token Tracker"",""NFT Tracking"",""Network Metrics""]",FALSE,"[""REST""]","[""TypeScript""]","[""Address"",""Transaction Hash"",""Block"",""Token""]",TRUE,TRUE,Free,"[""[Explore](https://explorer.testnet.lens.xyz/)"", ""[Docs](https://lens.xyz/docs/chain/overview)""]"
lenscan-mainnet,Lenscan,mainnet,Custom,"[""Accounts"",""Transactions"",""Blocks"",""Tokens"",""Gas"",""Contracts""]","[""Token Tracker"",""NFT Tracking"",""Network Metrics""]",TRUE,"[""REST""]","[""TypeScript""]","[""Address"",""Transaction Hash"",""Block"",""Token""]",TRUE,TRUE,Free,"[""[Explore](https://lenscan.io/)"", ""[Docs](https://lens.xyz/docs/chain/overview)""]"
lenscan-testnet,Lenscan,testnet,Custom,"[""Accounts"",""Transactions"",""Blocks"",""Tokens"",""Gas"",""Contracts""]","[""Token Tracker"",""NFT Tracking"",""Network Metrics""]",FALSE,"[""REST""]","[""TypeScript""]","[""Address"",""Transaction Hash"",""Block"",""Token""]",TRUE,TRUE,Free,"[""[Explore](https://testnet.lenscan.io/)"", ""[Docs](https://lens.xyz/docs/chain/overview)""]"
