slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
alchemy-testnet-pay-as-you-go,!provider:alchemy-pay-as-you-go-recent-state,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/alchemy)""]",,,,,,testnet,$49/$199,,,,,,,,,,,,,,,,,
alchemy-testnet-pay-as-you-go-indexer,!provider:alchemy-pay-as-you-go-indexer,"[""[Buy](https://www.alchemy.com/pricing)"",""[Docs](https://www.alchemy.com/docs/reference/lens-api-quickstart?utm_source=lp&utm_medium=website&utm_campaign=lens)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-developer-recent-state,!provider:chainstack-developer-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-growth-recent-state,!provider:chainstack-growth-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-pro-recent-state,!provider:chainstack-pro-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-business-recent-state,!provider:chainstack-business-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-enterprise-recent-state,!provider:chainstack-enterprise-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-developer-full-archive,!provider:chainstack-developer-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-growth-full-archive,!provider:chainstack-growth-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-pro-full-archive,!provider:chainstack-pro-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-business-full-archive,!provider:chainstack-business-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-enterprise-full-archive,!provider:chainstack-enterprise-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-developer-indexer,!provider:chainstack-developer-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-growth-indexer,!provider:chainstack-growth-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-pro-indexer,!provider:chainstack-pro-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-business-indexer,!provider:chainstack-business-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-mainnet-enterprise-indexer,!provider:chainstack-enterprise-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-developer-recent-state,!provider:chainstack-developer-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-growth-recent-state,!provider:chainstack-growth-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-pro-recent-state,!provider:chainstack-pro-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-business-recent-state,!provider:chainstack-business-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-enterprise-recent-state,!provider:chainstack-enterprise-recent-state,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-developer-full-archive,!provider:chainstack-developer-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-growth-full-archive,!provider:chainstack-growth-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-pro-full-archive,!provider:chainstack-pro-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-business-full-archive,!provider:chainstack-business-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-enterprise-full-archive,!provider:chainstack-enterprise-full-archive,"[""[Docs](https://lens.xyz/docs/chain/tools/rpc/chainstack)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-developer-indexer,!provider:chainstack-developer-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-growth-indexer,!provider:chainstack-growth-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-pro-indexer,!provider:chainstack-pro-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-business-indexer,!provider:chainstack-business-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
chainstack-testnet-enterprise-indexer,!provider:chainstack-enterprise-indexer,"[""[Docs](https://docs.chainstack.com/docs/protocols-networks#networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
drpc-mainnet-free-recent-state,!provider:drpc-free-recent-state,"[""[Website](https://drpc.org/chainlist/lens-mainnet-rpc)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/drpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
drpc-mainnet-pay-as-you-go-recent-state,!provider:drpc-pay-as-you-go-recent-state,"[""[Buy](https://drpc.org/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/drpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
drpc-testnet-free-recent-state,!provider:drpc-free-recent-state,"[""[Website](https://drpc.org/chainlist/lens-mainnet-rpc)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/drpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
drpc-testnet-pay-as-you-go-recent-state,!provider:drpc-pay-as-you-go-recent-state,"[""[Buy](https://drpc.org/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/drpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldrush-mainnet-enterprise-indexer,!provider:goldrush-enterprise-indexer,"[""[Contact](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/lens#lens)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldrush-mainnet-free-indexer,!provider:goldrush-free-indexer,"[""[Website](https://goldrush.dev/chains/lens/)"",""[Docs](https://goldrush.dev/docs/chains/lens#lens)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldrush-mainnet-pay-as-you-go-indexer,!provider:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/lens#lens)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
goldrush-testnet-enterprise-indexer,!provider:goldrush-enterprise-indexer,"[""[Contact](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/lens#lens)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldrush-testnet-free-indexer,!provider:goldrush-free-indexer,"[""[Website](https://goldrush.dev/chains/lens/)"",""[Docs](https://goldrush.dev/docs/chains/lens#lens)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
goldrush-testnet-pay-as-you-go-indexer,!provider:goldrush-pay-as-you-go-indexer,"[""[Buy](https://goldrush.dev/pricing/)"",""[Docs](https://goldrush.dev/docs/chains/lens#lens)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
public-mainnet,Public RPC,"[""[Docs](https://lens.xyz/docs/chain/overview)""]",,Public,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,null,null,null,null,null,null,,TRUE,FALSE,"[""eth"",""web3"",""net""]",,"[""DDoS Protection"",""IP Protection""]","[""Basic monitoring""]","[""Global""]",,
public-testnet,Public RPC,"[""[Docs](https://lens.xyz/docs/chain/overview)""]",,Public,Pruned,RPC,EVM JSON-RPC,testnet,$0,$0,null,null,null,null,null,null,,FALSE,FALSE,"[""eth"",""web3"",""net""]",,"[""DDoS Protection"",""IP Protection""]","[""Basic monitoring""]","[""Global""]",,
quicknode-mainnet-dedicated,!provider:quicknode-dedicated-recent-state,"[""[Buy](https://www.quicknode.com/)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/quicknode)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-pay-as-you-go-recent-state,!provider:quicknode-pay-as-you-go-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/quicknode)""]",,,,,,mainnet,$49/$299,,,,,,,,,,,,,,,,,
quicknode-testnet-dedicated,!provider:quicknode-dedicated-recent-state,"[""[Buy](https://www.quicknode.com/)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/quicknode)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-pay-as-you-go-recent-state,!provider:quicknode-pay-as-you-go-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/quicknode)""]",,,,,,testnet,$49/$299,,,,,,,,,,,,,,,,,
rindexer-testnet-free-indexer,Rindexer,"[""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/rindexer)""]",Rust-based EVM Indexing,Free,Archive,Indexed Data,EVM JSON-RPC,testnet,$0,$0,null,null,null,null,null,null,null,FALSE,FALSE,"[""GraphQL""]","[""Rate limits apply""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics""]","[""Global""]","[""No-code YAML Config"",""High Performance""]",null
tenderly-mainnet-free,!provider:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/tenderly)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-mainnet-pay-as-you-go,!provider:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/tenderly)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-testnet-free,!provider:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/tenderly)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-testnet-pay-as-you-go,!provider:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/tenderly)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-enterprise-indexer,!provider:thegraph-enterprise-indexer,"[""[Contact](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/lens/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,!provider:thegraph-free-indexer,"[""[Website](https://thegraph.com/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/lens/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,!provider:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/lens/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-enterprise-indexer,!provider:thirdweb-enterprise-indexer,"[""[Contact](https://thirdweb.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/thirdweb)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-free,!provider:thirdweb-free-recent-state,"[""[Website](https://thirdweb.com/)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/thirdweb)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-free-indexer,!provider:thirdweb-free-indexer,"[""[Website](https://thirdweb.com/lens)"",""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/thirdweb)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-pay-as-you-go,!provider:thirdweb-pay-as-you-go-recent-state,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/thirdweb)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-pay-as-you-go-indexer,!provider:thirdweb-pay-as-you-go-indexer,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/thirdweb)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-enterprise-indexer,!provider:thirdweb-enterprise-indexer,"[""[Contact](https://thirdweb.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/thirdweb)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-free,!provider:thirdweb-free-recent-state,"[""[Website](https://thirdweb.com/)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/thirdweb)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-free-indexer,!provider:thirdweb-free-indexer,"[""[Website](https://thirdweb.com/lens-network-sepolia-testnet)"",""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/thirdweb)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-pay-as-you-go,!provider:thirdweb-pay-as-you-go-recent-state,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/rpc/thirdweb)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-pay-as-you-go-indexer,!provider:thirdweb-pay-as-you-go-indexer,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://lens.xyz/docs/chain/tools/data-indexers/thirdweb)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
lens-protocol-api,Lens Protocol,"[""[Docs](https://lens.xyz/docs/protocol/migration/api)"",""[Playground](https://api.lens.xyz/)""]",,Free,Archive,GraphQL,GraphQL,mainnet,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Social Graph"",""Profiles"",""Publications"",""Authentication"",""Search""]","[""Public API Rate Limits""]","[""Momoka Data Availability"",""Sandboxed Modules""]","[""Momoka Explorer""]","[""Global""]","[""Gasless Transactions"",""Account Abstraction""]",
