slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
kadena-chainweb-node-client,,!offer:kadena-chainweb-node-client,,,,,,,,,,,,,,,
kadena-client,,!offer:kadena-client,,,,,,,,,,,,,,,
kadena-client-utils,,!offer:kadena-client-utils,,,,,,,,,,,,,,,
kadena-kadena-cli,,!offer:kadena-kadena-cli,,,,,,,,,,,,,,,
kadena-pactjs,,!offer:kadena-pactjs,,,,,,,,,,,,,,,
