slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
kadena-chainweb-mainnet-public-api,,!offer:kadena-chainweb-public-api,"[""[Docs](https://docs.kadena.io/api)""]",,,,,Chainweb API,mainnet,,,,,,,,,,,,,,,,,,,
kadena-chainweb-testnet-public-api,,!offer:kadena-chainweb-public-api,"[""[Docs](https://docs.kadena.io/api)""]",,,,,Chainweb API,testnet,,,,,,,,,,,,,,,,,,,
