slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
denascan-mainnet,,!offer:denascan,"[""[Explore](https://denascan.com/)""]",mainnet,,,,,,,,,,,
kadena-community-explorer-mainnet,,!offer:kadena-community-explorer,"[""[Explore](https://explorer.chainweb-community.org/)""]",mainnet,,,,,,,,,,,
