slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
atomic-wallet,,!offer:atomic-wallet,"[""[Wallet](https://atomicwallet.io/kadena-wallet)""]",,,,,,,,,,,,,,,,,,
chainweaver,,!offer:chainweaver,,,,,,,,,,,,,,,,,,,
ecko-wallet,,!offer:ecko-wallet,"[""[Website](https://eckowallet.com/)""]",,,,,,,,,,,,,,,,,,
ledger,,!offer:ledger,"[""[Support](https://support.ledger.com/article/7415959614109-zd)""]",,,,,,,,,,,,,,,,,,
tangem,,!offer:tangem,"[""[Wallet](https://tangem.com/en/cryptocurrencies/kadena/)""]",,,,,,,,,,,,,,,,,,
