slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
blockscout-mainnet,,!offer:blockscout,"[""[Explore](https://blockscout.mantrascan.io)"",""[Docs](https://docs.mantrachain.io/resources/network-details)""]",mainnet,,,,,,,,,,,
blockscout-testnet,,!offer:blockscout,"[""[Explore](https://explorer.dukong.io)"",""[Docs](https://docs.mantrachain.io/resources/network-details)""]",testnet,,,,,,,,,,,
mantra-chain-explorer-mainnet,,!offer:mantra-chain-explorer,"[""[Explore](https://explorer.mantrachain.io/)""]",mainnet,,,,,,,,,,,
mantrascan-mainnet,,!offer:mantrascan,"[""[Explore](https://mantrascan.io/mainnet)"",""[Docs](https://docs.mantrachain.io/resources/network-details)""]",mainnet,,,,,,,,,,,
mantrascan-testnet,,!offer:mantrascan,"[""[Explore](https://mantrascan.io/dukong)"",""[Docs](https://docs.mantrachain.io/resources/network-details)""]",testnet,,,,,,,,,,,
