slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdkLanguages,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
okx-mainnet,,!offer:okx,"[""[Explore](https://web3.okx.com/explorer/bitlayer)""]",mainnet,,,,,,,,,,,
