slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
pyth-mainnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/sui)""]",mainnet,,,,,,,,,,,,
pyth-testnet,,!offer:pyth,"[""[Docs](https://docs.pyth.network/price-feeds/core/contract-addresses/sui)""]",testnet,,,,,,,,,,,,
supra-mainnet,,!offer:supra,"[""[Docs](https://docs.supra.com/oracles/data-feeds/pull-oracle#sui)""]",mainnet,,,,,,,,,,,,
supra-testnet,,!offer:supra,"[""[Docs](https://docs.supra.com/oracles/data-feeds/pull-oracle#sui)""]",testnet,,,,,,,,,,,,
switchboard-mainnet,,!offer:switchboard,"[""[Docs](https://docs.switchboard.xyz/docs-by-chain/sui)""]",mainnet,,,,,,,,,,,,
switchboard-testnet,,!offer:switchboard,"[""[Docs](https://docs.switchboard.xyz/docs-by-chain/sui)""]",testnet,,,,,,,,,,,,
