slug,provider,offer,actionButtons,chain,technology,txSpeedSla,throughputSla,openSource,support,starred,availableApis,monitoringAndAnalytics,additionalFeatures,assetTypes,price,economicalSecurity,economicalSecurityNote,auditsPerformed,decentralizationModel,sdk,supportedChains,tag
ckbtc-minter-mainnet,,!offer:ckbtc-minter,"[""[Docs](https://docs.internetcomputer.org/references/protocol-canisters/#ckbtc-minter)""]",mainnet,,,,,,,,,,,,,,,,,,
ckdoge-minter-mainnet,,!offer:ckdoge-minter,"[""[Docs](https://docs.internetcomputer.org/references/protocol-canisters/#ckdoge-minter)""]",mainnet,,,,,,,,,,,,,,,,,,
cketh-minter-mainnet,,!offer:cketh-minter,"[""[Docs](https://docs.internetcomputer.org/references/protocol-canisters/#cketh-minter)""]",mainnet,,,,,,,,,,,,,,,,,,
cksol-minter-mainnet,,!offer:cksol-minter,"[""[Docs](https://docs.internetcomputer.org/references/protocol-canisters/#cksol-minter)""]",mainnet,,,,,,,,,,,,,,,,,,
