slug,provider,offer,actionButtons,serverType,hostingType,transportType,mcpEndpoint,authType,credentialKey,selfHostedCommand,selfHostedArgs,selfHostedRequiredEnvVars,x402,onChainWrite,agentSkills,tag,description,planType,planName,price,trial,starred
ic-rmcp,,!offer:ic-rmcp,,,,,,,,,,,,,,,,,,,,
motoko-mcp-sdk,,!offer:motoko-mcp-sdk,,,,,,,,,,,,,,,,,,,,
prometheus-protocol,,!offer:prometheus-protocol,,,,,,,,,,,,,,,,,,,,
