slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,starred,additionalNotes,dripLimitAmount,dripLimitPeriod,tag
internet-computer-token-faucet-testnet,,!offer:internet-computer-token-faucet,"[""[Faucet](https://faucet.internetcomputer.org/)"",""[Source](https://github.com/dfinity/ledger-faucet/)""]",testnet,,,,,,,,,
