slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
ledger-mainnet,,!offer:ledger,"[""[Website](https://www.ledger.com/)""]",,,,,,,,,,,"[""ICP""]",TRUE,,,,,,
nns-dapp-mainnet,,!offer:nns-dapp,"[""[Wallet](https://nns.ic0.app/)"",""[GitHub](https://github.com/dfinity/nns-dapp)""]",,,,,,,,,,,,,,,,,,
oisy-wallet-mainnet,,!offer:oisy-wallet,"[""[Wallet](https://oisy.com/)"",""[Docs](https://docs.oisy.com/)""]",,,,,,,,,,,,,,,,,,
plug-mainnet,,!offer:plug,"[""[Website](https://plugwallet.ooo/)"",""[Docs](https://docs.plugwallet.ooo/)""]",,,,,,,,,,,,,,,,,,
stoic-mainnet,,!offer:stoic,"[""[Wallet](https://www.stoicwallet.com/)"",""[Website](https://toniqlabs.com/)""]",,,,,,,,,,,,,,,,,,
