slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
ic-agent,,!offer:ic-agent,"[""[Docs](https://docs.internetcomputer.org/developer-tools/#rust)""]",,,,,,,,,,,,,,
ic-cdk,,!offer:ic-cdk,"[""[Docs](https://docs.internetcomputer.org/developer-tools/#rust-cdk-ic-cdk)""]",,,,,,,,,,,,,,
icp-cli,,!offer:icp-cli,"[""[Docs](https://docs.internetcomputer.org/developer-tools/#icp-cli)""]",,,,,,,,,,,,,,
icp-js-sdk,,!offer:icp-js-sdk,"[""[Docs](https://docs.internetcomputer.org/developer-tools/#javascript--typescript)""]",,,,,,,,,,,,,,
motoko,,!offer:motoko,"[""[Docs](https://docs.internetcomputer.org/languages/#motoko)""]",,,,,,,,,,,,,,
