slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
movement-full-node,,!offer:movement-full-node,"[""[Docs](https://docs.movementnetwork.xyz/devs/fullnode)""]",,,,,,,
movement-name-service,,!offer:movement-name-service,"[""[Docs](https://docs.movementnetwork.xyz/devs/nameService)""]",,,,,,,
