slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
flipside-mainnet,,!offer:flipside,,mainnet,,,,,,,,,
movement-explorer-mainnet,,!offer:movement-explorer-analytics,,mainnet,,,,,,,,,
sentio-mainnet,,!offer:sentio-analytics,,mainnet,,,,,,,,,
