slug;provider;plan;nodeType;chain;accessPrice;queryPrice;uptimeSla;bandwidthSla;blocksBehindSla;starred;trial;availableApis;limitations;securityImprovements;monitoringAndAnalytics;regions;verifiedUptime;verifiedLatency;verifiedBlocksBehindAvg;actionButtons;address
somnia-shannon-free;Somnia;Free;Recent-State;testnet;0;0;null;null;null;FALSE;FALSE;"[""eth"",""web3"",""net""]";"[""Rate limits apply""]";"[""DDoS Protection"",""IP Protection""]";"[""Usage analytics""]";"[""Global""]";null;null;null;"[""[Buy](https://www.ankr.com/)"", ""[Docs](https://docs.ankr.com/)""]";
ankr-shannon-free;Ankr;Free;Recent-State;testnet;0;0;null;null;null;FALSE;FALSE;"[""eth"",""web3"",""net""]";"[""Rate limits apply""]";"[""DDoS Protection"",""IP Protection""]";"[""Usage analytics""]";"[""Global""]";null;null;null;"[""[Buy](https://www.ankr.com/)"", ""[Docs](https://docs.ankr.com/)""]";
ankr-shannon-premium;Ankr;Premium;Recent-State;testnet;null;null;null;null;null;FALSE;TRUE;"[""eth"",""web3"",""net""]";"[""Rate limits apply""]";"[""DDoS Protection"",""IP Protection""]";"[""Usage analytics"",""Custom monitoring""]";"[""Global""]";null;null;null;"[""[Buy](https://www.ankr.com/)"", ""[Docs](https://docs.ankr.com/)""]";
chain.love-shannon-free;Chain.Love;Free;Full Archive;testnet;0;0;in development;in development;in development;TRUE;FALSE;"[""eth"",""web3"",""net"", ""debug"", ""trace""]";"[""100k requests per month""]";"[""DDoS Protection"",""IP Protection"", ""DOmain name protection"", ""Custom rate limiting""]";"[""pre-method analytics"",""requests amount monitoring API""]";"[""Global""]";in development;in development;in development;"[""[Website](https://somnia.chain.love/rpc)"", ""[Docs](https://protofire-org.gitbook.io/proteus-shield-docs/blockchains/somnia/)""]";
