slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
api3-mainnet,,!offer:api3,"[""[Website](https://market.api3.org/moonbeam)""]",mainnet,,,,,,,,,,,,
dia-mainnet,,!offer:dia,"[""[Docs](https://www.diadata.org/docs/guides/chain-specific-guide/moonbeam)""]",mainnet,,,,,,,,,,,,
redstone-mainnet,,!offer:redstone,"[""[Website](https://app.redstone.finance/app/feeds/?networks=1284)""]",mainnet,,,,,,,,,,,,
witnet-mainnet,,!offer:witnet,"[""[Website](https://feeds.witnet.io/moonbeam)""]",mainnet,,,,,,,,,,,,
