slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,starred,additionalNotes,dripLimitAmount,dripLimitPeriod,tag
claimcrypto,ClaimCrypto,,"[""[Faucet](https://claimcrypto.in/faucet/currency/zec)""]",mainnet,TRUE,TRUE,,$0,FALSE,"[""Requires FaucetPay account to claim""]",0.00000038 ZEC,7sec,
99faucet,99faucet,,"[""[Faucet](https://99faucet.com/faucet/zec)""]",mainnet,TRUE,TRUE,,$0,FALSE,"[""Requires FaucetPay account to claim""]",0.00000038 ZEC,10sec,
coindoog,CoinDoog,,"[""[Faucet](https://coindoog.com/faucet/zec)""]",mainnet,TRUE,TRUE,,$0,FALSE,"[""Requires FaucetPay account to claim""]",0.00000042 ZEC,10sec,
