slug,chainId,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,authenticationMethods,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,blocksBehindSla,bandwidthSla,supportSla,networkSupportBasis
alchemy-mainnet-free-recent-state,100,,!offer:alchemy-free-recent-state,,,,,,,,mainnet,,,,,,,,,,,,,,,,,
ankr-mainnet-free-recent-state,100,,!offer:ankr-free-recent-state,,,,,,,,mainnet,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,100,,!offer:quicknode-build-recent-state,,,,,,,,mainnet,,,,,,,,,,,,,,,,,
