slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
polkadot-js-mainnet,,!offer:polkadot-js,"[""[Explore](https://polkadot.js.org/apps/?rpc=wss://entrypoint-finney.opentensor.ai:443#/explorer)""]",mainnet,,,,,,,,,,,
tao-app-mainnet,,!offer:tao-app,,mainnet,,,,,,,,,,,
taomarketcap-mainnet,,!offer:taomarketcap,,mainnet,,,,,,,,,,,
taostats-mainnet,,!offer:taostats,,mainnet,,,,,,,,,,,
