slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
bittensor-subtensor-node,,!offer:bittensor-subtensor-node,,,,,,,,
remix,,!offer:remix,"[""[Docs](https://docs.learnbittensor.org/evm-tutorials/remix-config-for-subtensor-evm)""]",,,,,,,
