slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
bittensor-cli,,!offer:bittensor-cli,,,,,,,,,,,,,,,
bittensor-python-sdk,,!offer:bittensor-python-sdk,,,,,,,,,,,,,,,
hardhat,,!offer:hardhat,"[""[Docs](https://docs.learnbittensor.org/evm-tutorials/hardhat-config-for-subtensor-evm)""]",,,,,,,,,,,,,,
