defillama-mainnet-api,,!offer:defillama-api,"[""[Dashboard](https://defillama.com/chain/stacks)""]",mainnet,,,,,,,,
defillama-mainnet-free,,!offer:defillama-free,"[""[Dashboard](https://defillama.com/chain/stacks)""]",mainnet,,,,,,,,
defillama-mainnet-pro,,!offer:defillama-pro,"[""[Dashboard](https://defillama.com/chain/stacks)""]",mainnet,,,,,,,,
