slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag,claimRequirements,networkSupportBasis
core-faucet-testnet,,!offer:core-faucet,,testnet,,,,,,,,,,,
