slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
feather-js,,!offer:feather-js,,,,,,,,,,,,,,,
terra-wallet-kit,,!offer:terra-wallet-kit,,,,,,,,,,,,,,,
