slug,provider,offer,actionButtons,toolType,tag,price,planType,planName,description,starred
deupload-pay-as-you-go,,!offer:deupload-pay-as-you-go,,,,,,,,
deupload-personal,,!offer:deupload-personal,,,,,,,,
deupload-team,,!offer:deupload-team,,,,,,,,
