slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
cexplorer-mainnet,,!offer:cexplorer,"[""[Explore](https://cexplorer.io/)""]",mainnet,,,,,,,,,,,
eternl-mainnet,,!offer:eternl,"[""[Explore](https://eternl.io/app/explorer)""]",mainnet,,,,,,,,,,,
