slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
mocha-celenium-faucet-testnet,Celenium,,"[""[Faucet](https://mocha.celenium.io/faucet)"",""[Docs](https://docs.celestia.org/operate/networks/mocha-testnet/)""]",testnet,,,,,10 TIA,weekly,Officially referenced web faucet for Mocha testnet,FALSE,
